vin,car_make,car_year,car_color,value,state
5UXFE43538L832242,Audi,2009,Violet,33878.36,Alabama
1GD02ZCG3BZ983015,Mercedes-Benz,1985,Green,40047.16,District of Columbia
TRUXD38J391260262,Hyundai,2008,Violet,54210.39,Tennessee
WVGFF9BP2BD107842,Toyota,1997,Teal,56161.28,Florida
1GTN2TEH9FZ048679,Suzuki,1994,Orange,33689.12,New York
1N6AF0KY5EN545530,Volvo,2000,Yellow,78339.67,Wisconsin
5TFCY5F13DX111674,Volvo,2013,Mauv,57533.16,Texas
1G6DM577990772518,Infiniti,1996,Indigo,35552.81,Virginia
3C3CFFHHXET678648,Infiniti,1998,Pink,61796.16,Pennsylvania
5N1CR2MN0EC341520,Dodge,1999,Orange,68979.98,Illinois
3D73M4CL3AG191690,Buick,1987,Fuscia,24361.41,Virginia
2LMHJ5AR1AB662809,Mazda,1994,Turquoise,78087.39,District of Columbia
1FTMF1C82AK094702,Toyota,2005,Khaki,29529.44,North Carolina
WAU3GAFCXDN074452,Buick,1996,Indigo,78590.06,North Carolina
2C3CDYBT1CH978647,Bentley,2010,Green,48803.52,Georgia
WDCYC3HF0BX729110,Honda,1986,Indigo,55320.08,Florida
WBAEJ13472A644046,Mazda,2012,Maroon,31297.51,Texas
KNAFU6A26C5118236,Pontiac,1988,Mauv,68334.33,Illinois
KNADH5A3XA6211752,BMW,2013,Khaki,75157.22,Iowa
WAUEH78E47A802561,Lexus,2012,Purple,66093.14,Ohio
WVWAA7AJ2BW627493,Toyota,2006,Purple,66519.09,Massachusetts
JM1NC2JF7D0593745,Mercedes-Benz,2012,Purple,45635.20,Arizona
WA1CGAFE9ED388132,Buick,2010,Yellow,77384.49,New York
SCBLC31E11C808411,Cadillac,1995,Puce,61064.64,Texas
WBADS33451G598006,Mazda,2002,Teal,23983.98,North Carolina
1GYEE637160427855,Hyundai,2002,Goldenrod,63628.30,Massachusetts
WBALM5C5XBE674472,Mercedes-Benz,1998,Indigo,46808.86,Alaska
2T1KE4EE2AC112036,Mercury,1986,Blue,72717.96,South Carolina
4T1BF1FK0DU278607,Suzuki,2006,Khaki,54702.87,Florida
TRUUT28N341209324,Ford,1992,Indigo,67038.22,District of Columbia
1G6DL8E33C0122367,Ford,2009,Goldenrod,28162.69,Washington
5J8TB3H31FL116663,Volvo,1995,Aquamarine,36461.13,California
JH4DC43541S545162,Saab,1991,Turquoise,33614.24,California
3C3CFFAR5ET490459,Saturn,2000,Blue,29049.19,Indiana
WBAKF5C5XBE488758,Chevrolet,2006,Violet,63904.24,Maryland
WA1CGAFE8ED181215,Kia,2003,Blue,46158.45,Wyoming
WBAKE5C58CE887172,Alfa Romeo,1994,Crimson,71610.53,California
1G6AA5RX2E0637867,GMC,2001,Crimson,28484.19,Michigan
1GYFC36219R498529,Cadillac,1992,Puce,42647.08,Indiana
WBAUC7C57AV320328,BMW,2010,Pink,27559.21,California
3VWKX7AJ8CM490870,Dodge,1999,Turquoise,69762.01,Florida
1D4PT6GX2AW155937,Honda,2010,Fuscia,74348.52,California
3D7JB1EPXAG909330,Volvo,1999,Maroon,34426.24,Connecticut
1G6AA5RX6D0092982,Lexus,2011,Blue,72801.79,California
WAUBFAFLXDN888910,Buick,2010,Mauv,72108.38,Washington
2G4GR5EC6B9555964,Mazda,1993,Khaki,79893.15,Georgia
1NXBE4EE6AZ161903,Dodge,1992,Teal,75790.93,Rhode Island
WAULC68E55A232633,Honda,2005,Goldenrod,20082.06,North Carolina
19UUA9F20DA364836,Volvo,2007,Puce,35426.35,Missouri
WBAWL13549P972040,Infiniti,1999,Indigo,30939.77,Michigan
JTJBJRBZ2F2593392,Mazda,2010,Orange,64663.81,Florida
WAUUL78E58A738512,Hummer,1998,Maroon,45796.28,District of Columbia
3VW507AT0FM708131,Nissan,1994,Crimson,26799.39,Virginia
1FTEX1CM6DK221101,Ford,2011,Goldenrod,76932.06,Alabama
WAUDF78E88A880523,Buick,1993,Orange,32751.58,Ohio
JH4NA12601T672259,Acura,1999,Maroon,76749.43,Illinois
5N1AR2MM5EC153171,Audi,2004,Pink,51286.90,New Jersey
1G6DX67D160271427,Honda,2009,Maroon,73977.74,Illinois
4F2CY0C70BK700901,Mitsubishi,2001,Red,33868.65,Texas
4T1BF1FK6DU261228,Lincoln,2010,Pink,58221.95,Florida
1FA6P0G75F5838311,BMW,2004,Red,74893.53,Ohio
JH4CU2E88DC926032,Morgan,2006,Blue,30435.13,Louisiana
WP0CB2A82FK021744,Hyundai,2004,Turquoise,47581.50,Pennsylvania
TRUVD38J691106345,Volkswagen,1999,Yellow,44855.61,Florida
KL4CJCSB7EB911314,Saturn,2009,Turquoise,21271.58,Tennessee
WDCYC7DFXFX341255,Buick,1989,Turquoise,29540.59,Texas
JH4CU2E64AC314260,Mazda,1997,Aquamarine,22916.22,Nevada
1FTSX2B54AE971786,Maserati,2005,Purple,31780.93,Michigan
WAULT58E55A908945,GMC,2006,Aquamarine,78897.76,Florida
WBAVD33556K027837,Buick,1991,Maroon,33107.22,Alabama
1G6DJ5EV1A0948928,GMC,1995,Purple,38777.11,Georgia
WBA5M6C53ED162805,Audi,2003,Fuscia,50535.43,Missouri
4T1BF1FK7CU076295,BMW,2003,Green,20547.15,Florida
SCBCR73W28C975463,Chevrolet,2002,Puce,25318.28,Florida
1GYFK46848R022397,Ford,1992,Maroon,37502.55,Kentucky
2G61N5S32D9906692,Peugeot,2007,Red,31029.97,New York
2C3CCASGXFH145060,Volkswagen,1992,Teal,24944.63,Nebraska
WBAPK7C58BA533636,Dodge,2008,Pink,66305.19,Louisiana
1G6AE5S37D0594654,Lexus,2009,Aquamarine,61315.31,Arizona
5GALRAED1AJ138390,Buick,2000,Crimson,74347.33,California
1G6DM5E33D0419975,Volkswagen,1995,Orange,70851.90,Hawaii
WAUEH78E86A210711,Jeep,2010,Goldenrod,64484.26,Florida
JM1NC2JF0F0122989,Toyota,2002,Yellow,28276.36,District of Columbia
5UXFE43578L732337,Volkswagen,1997,Mauv,58340.48,Alabama
1N6AA0ED1FN991537,Chevrolet,1998,Green,66656.78,District of Columbia
5GNRNHEE0A8534484,Mitsubishi,1995,Turquoise,30231.22,Oklahoma
WAUBF48H48K408989,Acura,2004,Fuscia,60116.81,Illinois
WAUAF48H09K750064,BMW,1997,Goldenrod,35250.59,District of Columbia
137FA90311E904971,GMC,2006,Green,42347.41,Oregon
1G6KD57Y48U847617,Lincoln,2005,Puce,58431.55,Ohio
1FTWX3D53AE632411,Volkswagen,2004,Goldenrod,48617.21,Michigan
1HGCP2E88AA188105,GMC,1997,Indigo,73255.21,Florida
1G4HR54K44U321227,Pontiac,1992,Teal,71395.25,California
5N1CL0MM0EC333849,Audi,2007,Orange,63972.64,Texas
1G6AC5S38E0990048,Nissan,2012,Pink,32613.62,Utah
5J6TF1H55EL407720,Nissan,1993,Turquoise,56515.82,Nevada
WAUCFAFH2BN992014,Fairthorpe,1960,Khaki,67005.54,California
WBAUT9C55CA725674,Chevrolet,1997,Purple,42293.66,Washington
1FMEU7DE0AU740837,Buick,1993,Mauv,52640.21,Colorado
1FMJK1G51EE058093,Volkswagen,1996,Violet,69041.18,Colorado
2FMGK5D82FB372929,Nissan,2012,Pink,25602.43,New Jersey
WAUFGAFB2BN108904,Volvo,2001,Goldenrod,46485.55,Virginia
WBAKB0C5XCC945693,GMC,2006,Violet,67029.07,Texas
KNADH4A31A6378835,GMC,2012,Indigo,59041.62,Virginia
5GADX33LX6D581465,Pontiac,1984,Mauv,47186.24,Texas
JN1AV7ARXFM890393,Chevrolet,1992,Mauv,58594.55,New York
WAUWFAFHXDN773589,Jaguar,2004,Blue,37748.53,Michigan
3D73Y4CL1BG436847,Mazda,2007,Indigo,63094.44,California
1G6DW6ED0B0206004,Mitsubishi,1985,Teal,49743.52,Texas
19UUA8F23AA191688,Acura,2001,Blue,64219.05,Florida
KNAFT4A26A5368466,Lincoln,1987,Khaki,58393.62,Washington
WBAGL83515D340539,Porsche,1989,Green,70502.29,Texas
WBA3B5C55EP902408,BMW,2010,Purple,48301.78,Florida
WBAPT73569C734706,Ford,2007,Crimson,66120.18,Washington
WDDHF7GB4EA232609,Volkswagen,1985,Turquoise,61900.01,Florida
3N1CN7AP9EL756880,Land Rover,2002,Turquoise,60927.03,Minnesota
YV1902AH3E1487407,BMW,1997,Blue,21958.99,Texas
1FTEX1CM8BK772448,Jeep,2004,Pink,40723.00,South Carolina
YV1672MC6CJ750775,Chevrolet,2006,Pink,47634.88,New York
WBAKE3C51BE607286,Volvo,2008,Blue,40237.48,California
1J4AA2D19AL959942,Subaru,1992,Red,28833.83,New York
WAUPN94E79N136150,Volkswagen,1998,Aquamarine,38938.21,Florida
WAUDH94F68N462443,Mazda,2007,Indigo,57915.82,Iowa
4A4AP3AU9FE732764,Honda,2007,Yellow,55199.49,Florida
1FTMF1CW0AK187412,Maybach,2009,Pink,75988.90,California
WAULT58E83A817083,Jeep,1998,Violet,59458.59,New York
WBA4B3C59FD385738,Dodge,2001,Indigo,23816.38,Texas
5N1AR2MMXDC701373,Pontiac,1991,Red,33189.32,Missouri
KNDMG4C74B6311881,Spyker,2006,Turquoise,26014.19,California
WBAFR9C54BD016223,GMC,1995,Yellow,33477.60,California
WAU2GAFC0EN462139,Mercury,1996,Mauv,70342.53,Virginia
WAUBFAFL5BN697876,Lotus,1984,Purple,50504.70,Colorado
19XFA1F29AE395181,Hyundai,2013,Aquamarine,48220.44,Wisconsin
JTDJTUD32DD245582,Toyota,2004,Green,23024.76,Tennessee
SALAG2D46AA345286,Mazda,1995,Mauv,33680.03,Indiana
1FTEX1CM7BK312567,Hyundai,1993,Violet,33503.94,Pennsylvania
1GTC5LF9XB8178444,Pontiac,1986,Green,22977.64,Alabama
WBAYB6C51DD975710,Mercedes-Benz,1999,Blue,60538.12,North Carolina
WP0AB2A98BS356419,Eagle,1996,Goldenrod,66997.16,Texas
JH4DB85961S267424,Hyundai,2010,Red,28761.09,Washington
3N1BC1AP2BL204423,Nissan,2005,Puce,65270.33,Texas
2G4WS55J931708951,GMC,2010,Maroon,52429.80,Texas
1G6AR5S38F0553778,Mazda,2009,Crimson,76001.71,Missouri
1C4NJPBA4ED054516,Mitsubishi,1990,Blue,42356.80,California
1GYS3KEF8CR397606,Scion,2004,Violet,45578.22,Nevada
1FTEX1EW7AF325812,Suzuki,1992,Mauv,79709.97,Maryland
3D4PH6FV9AT533016,Kia,2012,Indigo,73119.40,Oklahoma
5GADX33L96D357443,Bentley,2008,Puce,53390.78,Georgia
3C6TD5LT6CG380148,GMC,1997,Indigo,75117.00,Ohio
JTDKN3DP1C3530385,Ford,1964,Fuscia,37830.13,Missouri
1NXBU4EE3AZ101273,Mazda,1996,Violet,67242.60,Louisiana
WBAFR9C52CC725708,Toyota,2003,Maroon,65187.40,Connecticut
1GYS4FEJ6BR523811,Nissan,1996,Indigo,56300.55,Nevada
1GD22XEGXFZ256227,Ford,1965,Aquamarine,68557.60,Texas
KNADH4A32A6503857,Lexus,2012,Crimson,61176.09,Oregon
YV4952CF7B1517648,Chevrolet,1975,Crimson,75314.03,Massachusetts
JTHHP5BC5F5567916,Pontiac,1973,Puce,53605.25,California
WAUVC68E15A676620,Toyota,1984,Violet,50723.73,California
WAUAFAFL6AA527978,Ford,1994,Indigo,59549.05,Alabama
5LMJJ3H59DE444711,Ford,2009,Purple,63136.64,Minnesota
3N1AB7AP6FL317976,Audi,2008,Indigo,62512.01,Texas
1FTSW2B57AE814434,Suzuki,1996,Purple,43307.70,Ohio
1G6DE5E57D0007900,Mazda,2006,Teal,24536.33,Massachusetts
WAUFL54D01N397609,Mazda,2010,Fuscia,22685.01,Missouri
1GYS3MKJ3FR071852,Dodge,1970,Maroon,33059.29,Texas
WP0AB2A95FS832941,Toyota,2007,Purple,75124.69,Iowa
3C63DRGL6CG013557,Nissan,2001,Orange,77101.02,Virginia
1FTEW1E86AF304826,Ford,1997,Aquamarine,31767.80,New Hampshire
1G6AD5S37E0004313,GMC,1997,Goldenrod,54775.78,Virginia
JN1CV6EK9FM734023,Infiniti,2011,Purple,39525.09,Florida
JN8AS5MT3DW698921,Chevrolet,2004,Goldenrod,56295.50,District of Columbia
1C3CCBAB2DN109055,Mitsubishi,1997,Indigo,78332.73,Florida
1D7CE2BK6AS512382,Dodge,2009,Violet,50739.14,Louisiana
WAUDF98E28A004350,Saab,2008,Indigo,53922.35,North Carolina
1GYS3KEF2CR099147,Toyota,2008,Indigo,66202.34,Texas
JM1CW2BL1E0649618,Oldsmobile,2002,Orange,53845.68,Arizona
JH4DC54834S509188,Oldsmobile,2000,Teal,60467.18,California
WBALW7C57DD100359,Dodge,2008,Teal,65965.02,Minnesota
1GYEK63N14R343812,Chevrolet,1999,Crimson,50111.00,Louisiana
5N1AA0NC9CN169862,Kia,2005,Blue,73495.21,Arkansas
JTHBL1EF4A5028647,Honda,2000,Crimson,52318.37,Massachusetts
1G6DN8EV3A0505833,Mitsubishi,2000,Turquoise,70564.55,Massachusetts
5N1AR1NB2CC134193,Holden,1995,Maroon,22323.92,Wisconsin
137ZA90301E289066,Oldsmobile,1994,Purple,46154.14,West Virginia
NM0KS9BN3BT882117,Mitsubishi,2007,Purple,47482.92,Indiana
1N6AA0CC9AN771758,Suzuki,2008,Goldenrod,34625.74,California
1D7RB1CP2AS137775,Ford,2006,Khaki,50856.28,Illinois
WAUPL68E45A579081,Buick,2007,Turquoise,26844.50,Pennsylvania
1G4HH5E99AU440711,Subaru,1999,Indigo,55831.64,Texas
WAUWFAFH0BN377488,BMW,2012,Mauv,38903.69,California
1G6KD57YX9U669746,Cadillac,2004,Blue,55198.86,California
WAUKF78E98A843746,Buick,1992,Blue,21938.42,Arizona
WBANF33547C217148,Mercury,1986,Maroon,29294.15,Arizona
JN8AZ2KR3CT379150,Audi,2008,Blue,22315.85,District of Columbia
WVGDF9BP9ED830843,Porsche,1988,Aquamarine,40189.96,Indiana
JN1AY1AR3DM298688,Nissan,2009,Yellow,61484.01,Ohio
WP1AE2A27FL634314,Ford,1986,Crimson,70435.24,New York
5J6TF2H57DL694174,Nissan,1995,Goldenrod,76335.95,Texas
JA32U2FU3EU461145,Infiniti,2003,Turquoise,57847.56,Ohio
WUAGNAFG5CN210663,Ford,2011,Purple,51726.98,California
19UUA65595A440680,Cadillac,2008,Aquamarine,47568.43,California
WAUMR44E86N418058,Volkswagen,1996,Blue,71724.14,New Jersey
2GKALMEK6D6870575,Mitsubishi,1991,Crimson,78405.35,Oklahoma
1GD010CG9BF368114,Mitsubishi,1995,Blue,78054.33,Florida
WP0CB2A85FK263976,Mitsubishi,1994,Fuscia,53452.62,Missouri
1GTN1UEH0EZ634016,MINI,2009,Blue,68122.60,Texas
2G4GS5ER5D9996903,Hyundai,2011,Blue,41722.58,Texas
WAURFAFR6DA287066,Lexus,1998,Orange,55156.26,New York
1FMEU2DE0AU586133,Toyota,1992,Orange,76440.89,South Carolina
JN1AJ0HP8CM537234,Pontiac,2005,Goldenrod,33624.69,New Mexico
5J8TB3H39GL343228,Chevrolet,2001,Fuscia,77252.33,Rhode Island
WAUNF98P97A451956,Bentley,2010,Crimson,40852.98,Louisiana
1FTWF3B53AE252670,Infiniti,2003,Goldenrod,56428.70,Illinois
WBAKF3C52CE994591,Volkswagen,2003,Turquoise,36016.45,District of Columbia
KM8JT3AC5AU696463,Acura,2001,Khaki,48043.92,District of Columbia
YV4852CZ0A1338033,Ford,2009,Khaki,49643.69,North Carolina
WBAWV1C54AP215430,GMC,1992,Indigo,51344.81,Wyoming
1GTN1UEH8EZ480302,Ford,2010,Goldenrod,77371.40,Florida
3TMJU4GN8AM567783,Land Rover,2009,Teal,54019.14,District of Columbia
JN1AZ4EH7FM619151,Dodge,1995,Goldenrod,55918.09,Massachusetts
1G6DF8EG0A0151140,Ford,1996,Pink,45086.28,District of Columbia
JTHFE2C28F2022781,Mercury,1985,Indigo,45922.78,Washington
WBA5M6C58ED226160,Chevrolet,2012,Goldenrod,31976.66,Pennsylvania
1G4GJ5E34DF050605,Lexus,2006,Pink,30206.36,North Carolina
WBAYP9C50ED080200,Lincoln,2009,Puce,50448.37,Oregon
4T1BD1EB5DU810070,Mazda,2009,Violet,72120.27,Maryland
JTEBU5JR7D5778114,Chevrolet,2003,Green,30042.05,West Virginia
WAUDL94F85N827988,Chevrolet,2001,Aquamarine,69705.27,Illinois
3N1AB6AP5CL892611,BMW,2001,Maroon,55352.91,Maryland
WUAAU34208N479785,Jaguar,2011,Yellow,68506.34,Georgia
1FMJU1J53AE263363,Smart,2012,Purple,29102.77,Colorado
WBAYB6C52FD026752,Mitsubishi,2000,Purple,23913.97,North Carolina
WAUPL58E44A526843,Lexus,1996,Fuscia,71240.75,Texas
WAUBGAFC8CN172891,Mercedes-Benz,2006,Purple,63007.94,Alabama
1GYS4CKJ7FR935938,Mazda,1986,Pink,27993.58,Colorado
1G6DF8EG6A0797198,Mazda,1989,Puce,34955.03,Louisiana
TRUUT28N831322880,Cadillac,2011,Blue,70259.08,Texas
3FADP4AJ5DM318393,Ford,2000,Orange,22579.20,Indiana
4T1BD1FK2FU210706,Volkswagen,1986,Teal,27021.83,District of Columbia
3C3CFFHH4DT799030,Ford,1986,Fuscia,60950.10,Colorado
JN1CV6EK4EM272565,Pontiac,1989,Pink,44755.80,Massachusetts
WDDGF4HB1EG925420,Pontiac,1988,Maroon,72359.56,District of Columbia
1G6DJ577490049376,Jeep,1997,Aquamarine,79433.05,Texas
WUARL48H64K749172,Land Rover,1988,Crimson,44874.61,Minnesota
JH4DC23121S545629,Infiniti,2003,Crimson,77977.78,Colorado
JN1AJ0HP6BM776263,Volkswagen,2010,Purple,41659.96,Indiana
JN1CV6AP5DM106166,Buick,1987,Khaki,74254.70,Connecticut
WBAUP9C52AV740563,Ford,1995,Turquoise,38247.42,Illinois
WA1EV74L17D334636,Chevrolet,2006,Orange,76974.52,Pennsylvania
SALVP2BG1FH745057,Mercedes-Benz,1993,Violet,43005.06,Texas
19XFB2F50FE913991,Ford,1965,Orange,36669.16,New York
5N1AN0NU8CN090339,BMW,2003,Red,49400.07,Florida
1FTWX3A50AE509685,GMC,2008,Fuscia,30489.75,Indiana
WVGAV7AX7CW054371,BMW,2002,Pink,61652.77,California
WBAEW53473P662134,Porsche,2006,Aquamarine,45485.43,Virginia
5YMGY0C55D0482928,Hyundai,2011,Pink,32283.12,Texas
WAULD64B74N234433,Nissan,2005,Blue,78952.72,California
WBAAV53411J703505,Mercury,1999,Mauv,39533.56,Tennessee
1FTSW3B5XAE196502,Subaru,1988,Maroon,24933.27,California
4A31K5DF9CE632574,Ford,1986,Crimson,33359.53,Texas
5FNRL5H24EB908462,Toyota,1995,Orange,65289.40,Texas
WBASN4C52AC060092,Volkswagen,2011,Red,36621.29,New Jersey
WAUDH98E67A264145,Maybach,2012,Puce,27055.18,District of Columbia
WAUSF98E96A850026,Mitsubishi,1993,Aquamarine,21412.04,Nebraska
WBAPH5C52BA533375,Geo,1992,Puce,57840.90,Washington
5FPYK1F54EB057193,Acura,1999,Blue,38842.60,West Virginia
WBALW7C50DD269574,Land Rover,1994,Mauv,57993.21,Illinois
1FTSW3B56AE283698,Chevrolet,2004,Khaki,33813.25,California
2T1BURHE3FC911598,Ford,2009,Crimson,26026.26,Minnesota
1C4RJEAGXCC008140,Hyundai,2007,Puce,51017.21,Connecticut
KM8JT3AB0CU539983,Pontiac,2004,Puce,54538.44,Louisiana
KNAFT4A26C5785833,Chevrolet,1993,Maroon,57112.59,Arizona
SCFEBBDL4EG480981,Land Rover,2012,Indigo,68886.32,Wisconsin
19UUB2F53FA042435,Cadillac,2006,Goldenrod,34234.57,Arizona
19VDE3F39EE037707,Mercedes-Benz,1987,Turquoise,49874.57,Minnesota
YV4902BZ6D1323903,Jaguar,2011,Mauv,46813.24,New Jersey
3C4PDCDG6FT356878,Mitsubishi,1991,Green,79430.41,Mississippi
SCBZK22E32C836461,Lexus,1996,Pink,69506.83,New York
1FTWX3A5XAE995907,Chevrolet,2006,Violet,24684.56,Alaska
KMHFG4JGXEA976017,GMC,1994,Fuscia,78809.21,Texas
3GYVKMEF7AG346722,Lexus,2004,Violet,72636.78,Oregon
JTJBM7FX7B5356832,Ford,2010,Yellow,36986.32,Texas
1G6DF577290508356,Mercedes-Benz,2010,Puce,56800.28,Alabama
2G61P5S32D9394846,Volkswagen,2000,Indigo,35758.08,Arizona
3N1BC1AP0BL919930,Isuzu,1996,Crimson,56288.73,Indiana
SCFAB01E29G555627,BMW,2006,Purple,66665.28,Minnesota
5LMJJ3H54BE422838,Cadillac,2007,Khaki,44617.93,Florida
WDDHF0EBXEB577728,GMC,2010,Crimson,39616.83,California
1G6KH5E63BU827839,GMC,1995,Khaki,47744.72,New York
19XFA1E56BE999350,Suzuki,2007,Green,71895.69,Oklahoma
WBAPH73599A078613,Hummer,2006,Orange,46975.94,Virginia
5UXFG2C54CL386061,Hyundai,2002,Teal,56891.06,New York
3VW517AT5FM469057,Maybach,2010,Teal,29672.27,Arizona
JTDKN3DU3B0019671,Audi,1994,Yellow,33017.10,Idaho
WBAKB0C53AC017382,Mercury,1998,Aquamarine,33117.61,Ohio
3N1AB7AP5FY551318,Ford,2006,Fuscia,24526.38,Oregon
1GYS3DEFXER873160,Mercedes-Benz,2012,Puce,27632.12,Pennsylvania
3D73M3HL4BG000038,Dodge,1992,Pink,53050.98,Indiana
JN1BJ0HR2FM882060,Lincoln,2004,Puce,45130.63,Michigan
JN8AE2KPXE9665894,BMW,2011,Teal,32889.94,Texas
TRUSC28N411093294,Chevrolet,1999,Pink,27210.70,Oregon
4JGCB2FE8CA857523,Aston Martin,2010,Green,47726.86,District of Columbia
WAUSH78E58A088444,Buick,2004,Mauv,33289.22,Washington
SALAG2V66EA148043,Chevrolet,2006,Fuscia,61473.70,Tennessee
1GYFK66898R912504,Pontiac,1983,Green,78844.99,Texas
WA1DVBFE8AD780903,Buick,2004,Goldenrod,64599.46,Florida
NM0AS8F78E1564656,Mitsubishi,1994,Khaki,47900.01,Maryland
1G4GJ5E35CF128291,Chevrolet,2011,Mauv,58391.84,New Jersey
WVWED7AJ9DW418358,Mercury,1986,Yellow,46579.47,Georgia
3D7TT2CT8BG704778,Hummer,2006,Puce,56352.34,Colorado
KMHHT6KDXAU621202,Dodge,1998,Crimson,42107.67,Ohio
WAU4FAFR5BA232938,Ford,2010,Red,43474.92,Alaska
1FTEW1CM2EF114267,Oldsmobile,1993,Puce,63088.59,District of Columbia
1G6DH5EG8A0570944,Mitsubishi,2003,Teal,58124.09,California
1G6DM8EDXB0328421,Pontiac,1967,Green,23961.38,Florida
1GTG5BE36F1058664,Ford,1991,Puce,76513.35,Texas
WBAKF3C52CE404759,Lexus,2011,Orange,73007.50,Nevada
1FA6P0G73F5538525,Ford,2001,Puce,21479.67,California
4T1BF3EKXBU062953,Buick,1984,Purple,20595.52,Illinois
WBABD53445P907158,Smart,2009,Aquamarine,75507.78,Oklahoma
1C3BC7EG5BN779176,Mercedes-Benz,2010,Turquoise,77365.96,California
WAULT58E65A296822,Volkswagen,2011,Mauv,65304.97,Louisiana
JN8AZ2NC1B9871002,Suzuki,1992,Orange,51321.99,California
JN8AF5MR8ET214589,Ford,1984,Orange,20077.52,Idaho
19UUA9F72DA633740,Jeep,1999,Khaki,30732.41,New York
1G6AB5S39F0000433,Ford,2006,Violet,57858.93,Alabama
WAUJT64B62N825005,Toyota,2007,Yellow,24615.09,Oregon
KNADH5A39B6186599,Nissan,2009,Turquoise,46687.14,Washington
JH4DC54893C084410,Honda,2010,Blue,41367.20,Florida
JTDKTUD35ED856230,Chevrolet,2010,Red,41484.29,Florida
3VW467AT7DM228420,Dodge,1997,Violet,50609.97,California
WAUZL64B71N905625,Audi,1986,Puce,27121.42,Texas
1FTWF3B52AE877870,Jeep,2010,Crimson,23921.79,Alabama
WBA1J9C50FV003793,Chevrolet,1967,Fuscia,56315.48,Utah
2LNBL8CV4AX956294,Ford,1995,Mauv,53727.77,Virginia
SCFAD01A78G960971,GMC,2001,Crimson,49212.28,Texas
5N1AT2MK9FC489794,Pontiac,2005,Fuscia,70486.54,South Carolina
WAUDH74F98N398287,Suzuki,2004,Yellow,53315.46,District of Columbia
5UXFE83549L920984,Chevrolet,1998,Green,55626.07,Nevada
WAUGGAFC0DN285645,Mitsubishi,1995,Fuscia,27445.47,Illinois
5TFCY5F17DX830569,Lotus,2006,Yellow,39708.36,Florida
5NPDH4AE3DH277147,Pontiac,2007,Khaki,67667.90,California
JM1NC2JFXD0095829,Pontiac,1966,Violet,54433.74,South Carolina
WAUAFAFL6CA467719,BMW,2000,Khaki,20242.40,Kansas
WAUDG78E36A345416,Chevrolet,1998,Khaki,32780.73,Texas
JN1AZ4FHXFM115028,Volkswagen,2008,Teal,40574.22,Delaware
2T1BPRHE0EC021842,Scion,2011,Maroon,76989.70,District of Columbia
KMHCM3AC3AU770937,Toyota,2004,Blue,32041.57,California
WBA3R5C58EK745160,Mazda,1989,Maroon,79525.38,Alabama
WA1WKAFP6CA351549,Chevrolet,2009,Mauv,42249.11,North Carolina
3VW4A7AT1DM143667,Mazda,1986,Goldenrod,67615.12,Florida
TRUWT28N931338806,Lotus,2001,Green,40573.97,Michigan
WAUCFAFR5BA231185,Mercedes-Benz,1992,Khaki,58302.13,West Virginia
WBAWC7C56AP427013,Pontiac,1984,Aquamarine,46500.38,Florida
JH4CL95927C661097,Ford,1993,Violet,54765.86,Minnesota
SCFAD02E49G992991,Cadillac,2004,Puce,40364.09,California
1G6AE5S38D0966356,Jeep,2000,Puce,45523.72,Texas
JM1NC2LF5D0721669,Ford,2003,Red,77655.25,California
1GYS4CEF8DR487357,Mitsubishi,2000,Yellow,21670.85,Texas
WBABW53475P470962,Dodge,2000,Red,64812.79,Virginia
WAUEH64B61N012149,Jeep,2010,Teal,47429.43,Florida
WAUJF98K29N511199,Dodge,1996,Pink,25712.37,Minnesota
1G6DK1ED0B0029873,BMW,2001,Blue,61644.56,New York
1GD11XEG2FF847569,Dodge,2003,Fuscia,49169.82,Texas
5N1AA0NCXBN163311,Buick,1996,Aquamarine,58163.69,Virginia
1G6DC1ED7B0884759,Chrysler,2000,Puce,61639.05,California
WDCGG0EB1FG198909,Kia,2001,Red,25829.58,Florida
5N1AR1NBXCC713867,Chevrolet,2008,Blue,40828.76,Colorado
2FMDK3AK8BB624491,Lexus,2003,Maroon,30805.55,Missouri
1G6DK5EV5A0968399,Ford,2000,Indigo,44279.75,California
SALVP2BG2EH498212,Toyota,2004,Goldenrod,68626.22,Indiana
1C3BC6EV3AN756910,Dodge,1978,Purple,31313.37,Florida
2G4WD582061619711,Suzuki,2002,Blue,29385.30,Louisiana
WBAWV53549P412925,Jaguar,2003,Red,45398.38,Texas
WAUAG78E46A273774,Maserati,1989,Purple,37656.60,Virginia
JTJBM7FXXC5541071,Mitsubishi,1999,Blue,71134.51,Indiana
JN1AJ0HP7CM639592,Nissan,1996,Red,30681.79,Alabama
WA1VFBFL4DA707629,Honda,1999,Crimson,56214.78,Texas
1G6AD5S32E0266448,Ford,1996,Goldenrod,35263.59,Texas
3D73Y4HL8BG036194,Pontiac,1988,Khaki,43708.50,Nebraska
WAUSF98K79A947851,Chevrolet,2003,Mauv,30120.51,New York
WBAAV33451F978799,Infiniti,2003,Blue,26681.22,Georgia
1G6DJ5E31C0347245,Mercury,1984,Indigo,70048.19,Idaho
WAUJT68EX5A813598,Lexus,2006,Indigo,68579.80,Florida
5N1AA0NC9BN259396,Plymouth,1976,Violet,78638.83,Connecticut
WBAEN33403P107548,Maserati,1990,Goldenrod,29655.29,New York
YV1940AS4B1088571,Chevrolet,1999,Red,70837.46,New Jersey
