id,gender,school,state
98819,Female,Graduate school,Michigan
98820,Female,Middle school,Arizona
98821,Female,University college,North Carolina
98822,Female,Public university,Washington
98823,Female,Public university,Georgia
98824,Female,University-preparatory school,Idaho
98825,Female,Corporate university,New Mexico
98826,Female,Public university,New Mexico
98827,Female,Junior college,Alabama
98828,Female,High school,Indiana
98829,Female,Middle school,Nebraska
98830,Female,Technical college,Utah
98831,Female,Gymnasium,Wisconsin
98832,Female,Public university,Arizona
98833,Female,High school,Arizona
98834,Female,Junior college,Rhode Island
98835,Female,High school,Vermont
98836,Female,University-preparatory school,Ohio
98837,Female,University-preparatory school,Washington
98838,Female,Public university,New York
98839,Female,University-preparatory school,New Mexico
98840,Female,University-preparatory school,Texas
98841,Female,Middle school,South Dakota
98842,Female,Junior college,Louisiana
98843,Female,Middle school,Connecticut
98844,Female,High school,Wisconsin
98845,Female,Public university,California
98846,Female,Junior college,Wyoming
98847,Female,Corporate university,Washington
98848,Female,Technical college,Alabama
98849,Female,Junior college,Pennsylvania
98850,Female,High school,New Hampshire
98851,Female,Middle school,Pennsylvania
98852,Female,High school,Louisiana
98853,Female,Graduate school,Arkansas
98854,Female,University-preparatory school,South Dakota
98855,Female,Corporate university,North Dakota
98856,Female,Junior college,Wyoming
98857,Female,High school,Connecticut
98858,Female,High school,Minnesota
98859,Female,Public university,Michigan
98860,Female,University-preparatory school,Indiana
98861,Female,Corporate university,Kansas
98862,Female,Graduate school,Colorado
98863,Female,University-preparatory school,Texas
98864,Female,Middle school,Minnesota
98865,Female,University college,Tennessee
98866,Female,Public university,Idaho
98867,Female,Public university,Pennsylvania
98868,Female,Junior college,North Dakota
98869,Female,Middle school,Maryland
98870,Female,Corporate university,Rhode Island
98871,Female,Technical college,Nevada
98872,Female,Gymnasium,Kansas
98873,Female,Gymnasium,South Dakota
98874,Female,University-preparatory school,Arizona
98875,Female,Middle school,Kansas
98876,Female,Graduate school,New Mexico
98877,Female,Technical college,Wisconsin
98878,Female,Graduate school,Louisiana
98879,Female,Public university,Ohio
98880,Female,Technical college,Pennsylvania
98881,Female,Graduate school,Wisconsin
98882,Female,University college,Florida
98883,Female,University college,Arkansas
98884,Female,University college,Minnesota
98885,Female,Graduate school,South Carolina
98886,Female,Corporate university,Oregon
98887,Female,Technical college,Alabama
98888,Female,University college,North Dakota
98889,Female,High school,Illinois
98890,Female,Corporate university,Wisconsin
98891,Female,Corporate university,Montana
98892,Female,Middle school,Delaware
98893,Female,Technical college,Delaware
98894,Female,University-preparatory school,Mississippi
98895,Female,Gymnasium,Oregon
98896,Female,High school,Indiana
98897,Female,Junior college,Alaska
98898,Female,Graduate school,Georgia
98899,Female,Corporate university,Montana
98900,Female,Corporate university,Kansas
98901,Female,Junior college,Mississippi
98902,Female,Technical college,Florida
98903,Female,University-preparatory school,Tennessee
98904,Female,High school,Colorado
98905,Female,Graduate school,Massachussets
98906,Female,Gymnasium,Rhode Island
98907,Female,University-preparatory school,Indiana
98908,Female,Gymnasium,Illinois
98909,Female,High school,California
98910,Female,Corporate university,Arizona
98911,Female,Graduate school,Alabama
98912,Female,Corporate university,Virginia
98913,Female,Junior college,Washington
98914,Female,Middle school,Nebraska
98915,Female,Graduate school,Louisiana
98916,Female,Technical college,Connecticut
98917,Female,Corporate university,Utah
98918,Female,High school,Georgia
98919,Female,Technical college,Maryland
98920,Female,Junior college,Ohio
98921,Female,Middle school,Washington
98922,Female,Middle school,New Hampshire
98923,Female,High school,Illinois
98924,Female,High school,Kansas
98925,Female,Public university,Kentucky
98926,Female,University-preparatory school,Georgia
98927,Female,University college,Maine
98928,Female,University college,Iowa
98929,Female,University college,New Hampshire
98930,Female,Corporate university,Utah
98931,Female,University-preparatory school,Nebraska
98932,Female,High school,Kentucky
98933,Female,High school,Kansas
98934,Female,University-preparatory school,Kansas
98935,Female,Technical college,Illinois
98936,Female,High school,Oklahoma
98937,Female,High school,Mississippi
98938,Female,Graduate school,Kentucky
98939,Female,Graduate school,Oklahoma
98940,Female,High school,Oregon
98941,Female,Technical college,Oklahoma
98942,Female,Corporate university,Tennessee
98943,Female,Corporate university,New Jersey
98944,Female,University-preparatory school,Nevada
98945,Female,Public university,North Carolina
98946,Female,Graduate school,Missouri
98947,Female,Corporate university,New Mexico
98948,Female,University-preparatory school,Hawaii
98949,Female,Corporate university,Massachussets
98950,Female,Public university,Nebraska
98951,Female,Gymnasium,Maine
98952,Female,Junior college,New Jersey
98953,Female,High school,Oregon
98954,Female,University college,Michigan
98955,Female,Public university,Pennsylvania
98956,Female,Middle school,Kentucky
98957,Female,Corporate university,Nebraska
98958,Female,Corporate university,Pennsylvania
98959,Female,Public university,Illinois
98960,Female,Corporate university,Alaska
98961,Female,University college,Iowa
98962,Female,Junior college,New Mexico
98963,Female,Gymnasium,Oklahoma
98964,Female,University college,Nebraska
98965,Female,University-preparatory school,Michigan
98966,Female,Corporate university,Alaska
98967,Female,Public university,South Carolina
98968,Female,University college,Minnesota
98969,Female,University college,Tennessee
98970,Female,University-preparatory school,Michigan
98971,Female,Gymnasium,South Dakota
98972,Female,High school,Alabama
98973,Female,Gymnasium,Kentucky
98974,Female,Gymnasium,Maine
98975,Female,Junior college,Nevada
98976,Female,High school,Alabama
98977,Female,Middle school,Hawaii
98978,Female,Graduate school,Utah
98979,Female,University college,Delaware
98980,Female,Middle school,Georgia
98981,Female,High school,North Dakota
98982,Female,Middle school,New Jersey
98983,Female,Graduate school,Michigan
98984,Female,High school,Hawaii
98985,Female,University-preparatory school,Wisconsin
98986,Female,University-preparatory school,New Hampshire
98987,Female,Public university,Georgia
98988,Female,Middle school,Alabama
98989,Female,Middle school,New York
98990,Female,High school,Ohio
98991,Female,Technical college,Ohio
98992,Female,University-preparatory school,Vermont
98993,Female,Corporate university,Iowa
98994,Female,Public university,Georgia
98995,Female,Gymnasium,Indiana
98996,Female,Technical college,Ohio
98997,Female,University-preparatory school,Louisiana
98998,Female,Junior college,Idaho
98999,Female,Gymnasium,Iowa
99000,Female,Gymnasium,Arkansas
99001,Female,University college,Georgia
99002,Female,Corporate university,Louisiana
99003,Female,Technical college,Arkansas
99004,Female,University-preparatory school,Alabama
99005,Female,Technical college,Louisiana
99006,Female,Middle school,Missouri
99007,Female,Graduate school,Georgia
99008,Female,University college,Montana
99009,Female,High school,Kentucky
99010,Female,Middle school,Vermont
99011,Female,Junior college,New Hampshire
99012,Female,Middle school,New York
99013,Female,High school,Georgia
99014,Female,Gymnasium,Hawaii
99015,Female,Junior college,Georgia
99016,Female,Middle school,Texas
99017,Female,Graduate school,Kentucky
99018,Female,High school,North Dakota
99019,Female,Technical college,Michigan
99020,Female,Gymnasium,Idaho
99021,Female,Corporate university,Indiana
99022,Female,University college,Arkansas
99023,Female,Technical college,New Jersey
99024,Female,Junior college,Utah
99025,Female,Public university,Nevada
99026,Female,High school,Washington
99027,Female,Public university,West Virginia
99028,Female,Gymnasium,Oregon
99029,Female,High school,Florida
99030,Female,Public university,Rhode Island
99031,Female,Junior college,New York
99032,Female,Corporate university,Oregon
99033,Female,University-preparatory school,Nebraska
99034,Female,High school,Michigan
99035,Female,University-preparatory school,Kansas
99036,Female,Middle school,Colorado
99037,Female,Gymnasium,Arizona
99038,Female,Middle school,Washington
99039,Female,University college,Minnesota
99040,Female,University-preparatory school,Vermont
99041,Female,Middle school,North Carolina
99042,Female,Junior college,Virginia
99043,Female,Public university,Alabama
99044,Female,Corporate university,Nebraska
99045,Female,Technical college,Maryland
99046,Female,Gymnasium,Louisiana
99047,Female,Middle school,West Virginia
99048,Female,Middle school,South Carolina
99049,Female,Public university,Washington
99050,Female,Graduate school,California
99051,Female,Junior college,New Hampshire
99052,Female,Graduate school,Texas
99053,Female,University college,Georgia
99054,Female,University-preparatory school,South Dakota
99055,Female,Corporate university,Kansas
99056,Female,Public university,Mississippi
99057,Female,High school,New Jersey
99058,Female,University-preparatory school,Idaho
99059,Female,Technical college,Nebraska
99060,Female,University-preparatory school,North Dakota
99061,Female,Gymnasium,Texas
99062,Female,Junior college,Washington
99063,Female,Graduate school,Minnesota
99064,Female,Public university,Michigan
99065,Female,Technical college,New York
99066,Female,Graduate school,Tennessee
99067,Female,Gymnasium,Delaware
99068,Female,Junior college,New Jersey
99069,Female,Middle school,Maine
99070,Female,Technical college,Arizona
99071,Female,Junior college,Wisconsin
99072,Female,Technical college,Indiana
99073,Female,Junior college,Oregon
99074,Female,High school,Kentucky
99075,Female,High school,Hawaii
99076,Female,Public university,Pennsylvania
99077,Female,Gymnasium,New Hampshire
99078,Female,Gymnasium,Nebraska
99079,Female,Middle school,Connecticut
99080,Female,Middle school,Hawaii
99081,Female,Public university,Oregon
99082,Female,Gymnasium,New Mexico
99083,Female,Technical college,South Dakota
99084,Female,Junior college,Alaska
99085,Female,Technical college,Arkansas
99086,Female,University-preparatory school,North Carolina
99087,Female,Corporate university,Wyoming
99088,Female,University college,Georgia
99089,Female,Corporate university,Maine
99090,Female,University-preparatory school,Hawaii
99091,Female,Corporate university,Iowa
99092,Female,Technical college,Nevada
99093,Female,University-preparatory school,Colorado
99094,Female,University-preparatory school,Oklahoma
99095,Female,Middle school,New Hampshire
99096,Female,Corporate university,Oregon
99097,Female,Corporate university,Nevada
99098,Female,University-preparatory school,Nevada
99099,Female,Junior college,South Dakota
99100,Female,University-preparatory school,Nevada
99101,Female,High school,Alaska
99102,Female,Public university,Georgia
99103,Female,Middle school,Idaho
99104,Female,Middle school,South Carolina
99105,Female,University-preparatory school,Maine
99106,Female,University-preparatory school,Tennessee
99107,Female,University-preparatory school,Louisiana
99108,Female,University-preparatory school,West Virginia
99109,Female,University college,Tennessee
99110,Female,Gymnasium,Ohio
99111,Female,High school,West Virginia
99112,Female,High school,New York
99113,Female,Junior college,Georgia
99114,Female,University-preparatory school,Kentucky
99115,Female,University-preparatory school,Arkansas
99116,Female,Public university,Maine
99117,Female,Gymnasium,Hawaii
99118,Female,High school,Idaho
99119,Female,Technical college,Rhode Island
99120,Female,Corporate university,Idaho
99121,Female,Technical college,South Carolina
99122,Female,Middle school,Minnesota
99123,Female,Middle school,West Virginia
99124,Female,Gymnasium,Oklahoma
99125,Female,University college,Maryland
99126,Female,High school,Florida
99127,Female,Public university,Rhode Island
99128,Female,Corporate university,North Carolina
99129,Female,Technical college,West Virginia
99130,Female,Middle school,Colorado
99131,Female,High school,New York
99132,Female,University college,South Dakota
99133,Female,Graduate school,Alaska
99134,Female,Corporate university,Illinois
99135,Female,University college,Kentucky
99136,Female,Junior college,Connecticut
99137,Female,Public university,New Hampshire
99138,Female,High school,Louisiana
99139,Female,Public university,Oregon
99140,Female,High school,Virginia
99141,Female,University college,South Dakota
99142,Female,Middle school,Tennessee
99143,Female,Gymnasium,Alaska
99144,Female,University-preparatory school,Florida
99145,Female,Graduate school,Florida
99146,Female,Gymnasium,Connecticut
99147,Female,Corporate university,Arizona
99148,Female,Technical college,South Carolina
99149,Female,Public university,Minnesota
99150,Female,Corporate university,California
99151,Female,University-preparatory school,Kansas
99152,Female,Graduate school,Virginia
99153,Female,University college,South Dakota
99154,Female,Graduate school,Missouri
99155,Female,Corporate university,Oregon
99156,Female,Public university,Nebraska
99157,Female,Corporate university,Mississippi
99158,Female,University college,Virginia
99159,Female,Public university,Oklahoma
99160,Female,University college,Arizona
99161,Female,University college,Connecticut
99162,Female,Graduate school,New Hampshire
99163,Female,Junior college,Utah
99164,Female,Middle school,Arizona
99165,Female,Graduate school,Vermont
99166,Female,University college,Oklahoma
99167,Female,University college,South Dakota
99168,Female,University-preparatory school,Massachussets
99169,Female,University-preparatory school,Delaware
99170,Female,University-preparatory school,North Dakota
99171,Female,Technical college,California
99172,Female,Middle school,South Carolina
99173,Female,Technical college,Oklahoma
99174,Female,University college,Louisiana
99175,Female,Graduate school,Ohio
99176,Female,Gymnasium,Maryland
99177,Female,High school,New York
99178,Female,Corporate university,South Carolina
99179,Female,Corporate university,Colorado
99180,Female,High school,Arizona
99181,Female,Middle school,Missouri
99182,Female,Graduate school,Illinois
99183,Female,Gymnasium,Pennsylvania
99184,Female,Middle school,Florida
99185,Female,Graduate school,Hawaii
99186,Female,Corporate university,South Carolina
99187,Female,Public university,Pennsylvania
99188,Female,Public university,West Virginia
99189,Female,Corporate university,Kansas
99190,Female,University-preparatory school,Tennessee
99191,Female,Technical college,Washington
99192,Female,Technical college,Louisiana
99193,Female,Junior college,Louisiana
99194,Female,Graduate school,Delaware
99195,Female,Public university,Kansas
99196,Female,Graduate school,Wisconsin
99197,Female,Technical college,Arizona
99198,Female,Public university,Ohio
99199,Female,Graduate school,Nevada
99200,Female,Middle school,New York
99201,Female,Public university,Connecticut
99202,Female,Junior college,Nebraska
99203,Female,Middle school,California
99204,Female,Junior college,Montana
99205,Female,University college,Colorado
99206,Female,High school,Washington
99207,Female,University-preparatory school,Nevada
99208,Female,Middle school,Pennsylvania
99209,Female,Middle school,North Dakota
99210,Female,Junior college,Arizona
99211,Female,Middle school,Missouri
99212,Female,University college,Tennessee
99213,Female,Junior college,Utah
99214,Female,High school,Maine
99215,Female,Technical college,Massachussets
99216,Female,University college,Arkansas
99217,Female,Public university,Mississippi
99218,Female,Graduate school,California
99219,Female,Technical college,Oklahoma
99220,Female,Technical college,South Dakota
99221,Female,University college,Nevada
99222,Female,Technical college,Idaho
99223,Female,University-preparatory school,Oklahoma
99224,Female,University college,Minnesota
99225,Female,Public university,New Mexico
99226,Female,Junior college,Virginia
99227,Female,University college,Maryland
99228,Female,High school,Michigan
99229,Female,Junior college,North Dakota
99230,Female,University-preparatory school,Hawaii
99231,Female,Graduate school,Oregon
99232,Female,Technical college,Michigan
99233,Female,Corporate university,New Jersey
99234,Female,Graduate school,Louisiana
99235,Female,Junior college,Iowa
99236,Female,Corporate university,Maryland
99237,Female,University college,Utah
99238,Female,University college,South Carolina
99239,Female,Middle school,Delaware
99240,Female,High school,Washington
99241,Female,Gymnasium,Oklahoma
99242,Female,Middle school,Mississippi
99243,Female,Corporate university,Kansas
99244,Female,Middle school,New Mexico
99245,Female,University-preparatory school,Michigan
99246,Female,Gymnasium,Wyoming
99247,Female,Technical college,Kentucky
99248,Female,Public university,North Carolina
99249,Female,Graduate school,Massachussets
99250,Female,University college,Arkansas
99251,Female,Graduate school,Arkansas
99252,Female,Technical college,Nevada
99253,Female,Gymnasium,New Hampshire
99254,Female,Graduate school,Tennessee
99255,Female,Graduate school,Georgia
99256,Female,High school,Vermont
99257,Female,Corporate university,Illinois
99258,Female,Corporate university,Georgia
99259,Female,Junior college,Virginia
99260,Female,Technical college,Colorado
99261,Female,Corporate university,West Virginia
99262,Female,University college,Montana
99263,Female,University college,New York
99264,Female,Graduate school,North Dakota
99265,Female,Junior college,South Dakota
99266,Female,Public university,New Hampshire
99267,Female,Middle school,California
99268,Female,Public university,Idaho
99269,Female,High school,Iowa
99270,Female,High school,Indiana
99271,Female,High school,South Carolina
99272,Female,Middle school,Nevada
99273,Female,Public university,Pennsylvania
99274,Female,University college,North Carolina
99275,Female,University-preparatory school,California
99276,Female,Technical college,Tennessee
99277,Female,High school,Kentucky
99278,Female,Graduate school,Massachussets
99279,Female,Gymnasium,Wisconsin
99280,Female,Middle school,Louisiana
99281,Female,Middle school,Virginia
99282,Female,Gymnasium,Pennsylvania
99283,Female,Corporate university,North Dakota
99284,Female,Corporate university,Tennessee
99285,Female,Gymnasium,Indiana
99286,Female,Technical college,South Carolina
99287,Female,University-preparatory school,Texas
99288,Female,Corporate university,Indiana
99289,Female,Public university,Idaho
99290,Female,University college,Nevada
99291,Female,Gymnasium,Nebraska
99292,Female,Public university,North Carolina
99293,Female,Technical college,Maryland
99294,Female,Junior college,Michigan
99295,Female,Corporate university,Louisiana
99296,Female,Technical college,Kentucky
99297,Female,Public university,Nevada
99298,Female,Gymnasium,North Dakota
99299,Female,Technical college,Rhode Island
99300,Female,University college,Kentucky
99301,Female,Middle school,Utah
99302,Female,Junior college,Arkansas
99303,Female,High school,New York
99304,Female,Graduate school,Delaware
99305,Female,Corporate university,Tennessee
99306,Female,Public university,Nevada
99307,Female,Junior college,Florida
99308,Female,Gymnasium,Pennsylvania
99309,Female,University college,South Dakota
99310,Female,Technical college,Missouri
99311,Female,Middle school,Arkansas
99312,Female,University college,Minnesota
99313,Female,Middle school,Ohio
99314,Female,High school,Kansas
99315,Female,Gymnasium,Pennsylvania
99316,Female,Middle school,Utah
99317,Female,Corporate university,California
99318,Female,Corporate university,Tennessee
99319,Female,University-preparatory school,Kentucky
99320,Female,Junior college,Louisiana
99321,Female,Junior college,Florida
99322,Female,University college,Texas
99323,Female,High school,Wisconsin
99324,Female,Gymnasium,Illinois
99325,Female,Junior college,Utah
99326,Female,Graduate school,Tennessee
99327,Female,University-preparatory school,Montana
99328,Female,Gymnasium,Pennsylvania
99329,Female,Public university,Alabama
99330,Female,Technical college,Maine
99331,Female,University-preparatory school,Montana
99332,Female,University college,Texas
99333,Female,Technical college,Delaware
99334,Female,University-preparatory school,Colorado
99335,Female,Gymnasium,Wyoming
99336,Female,High school,Iowa
99337,Female,University-preparatory school,Michigan
99338,Female,Corporate university,Colorado
99339,Female,High school,Maine
99340,Female,Gymnasium,Alabama
99341,Female,Public university,Oklahoma
99342,Female,Corporate university,New Jersey
99343,Female,Corporate university,Virginia
99344,Female,Technical college,North Dakota
99345,Female,Middle school,Tennessee
99346,Female,Gymnasium,Wyoming
99347,Female,Technical college,Maryland
99348,Female,High school,Ohio
99349,Female,Middle school,Arkansas
99350,Female,Graduate school,Ohio
99351,Female,University college,New Jersey
99352,Female,Middle school,Texas
99353,Female,Middle school,Iowa
99354,Female,Gymnasium,Indiana
99355,Female,Graduate school,Oklahoma
99356,Female,Gymnasium,South Dakota
99357,Female,Middle school,Oklahoma
99358,Female,University college,Iowa
99359,Female,Gymnasium,Mississippi
99360,Female,Public university,Kentucky
99361,Female,University college,Hawaii
99362,Female,Public university,Nebraska
99363,Female,High school,Delaware
99364,Female,Gymnasium,Hawaii
99365,Female,Technical college,Arkansas
99366,Female,Public university,Louisiana
99367,Female,Graduate school,Michigan
99368,Female,Graduate school,North Carolina
99369,Female,Junior college,South Dakota
99370,Female,University college,Missouri
99371,Female,Middle school,Wyoming
99372,Female,Junior college,South Dakota
99373,Female,Junior college,Tennessee
99374,Female,University college,Pennsylvania
99375,Female,University college,New Jersey
99376,Female,University-preparatory school,Arkansas
99377,Female,Public university,New Jersey
99378,Female,Junior college,Wyoming
99379,Female,Gymnasium,Vermont
99380,Female,University-preparatory school,Maine
99381,Female,Junior college,Oklahoma
99382,Female,Graduate school,New Hampshire
99383,Female,Public university,Pennsylvania
99384,Female,University college,Nevada
99385,Female,Middle school,Wisconsin
99386,Female,Graduate school,Florida
99387,Female,University college,Alabama
99388,Female,Corporate university,South Dakota
99389,Female,University-preparatory school,North Dakota
99390,Female,High school,California
99391,Female,University college,New Jersey
99392,Female,Technical college,South Dakota
99393,Female,Junior college,Alaska
99394,Female,Gymnasium,Wyoming
99395,Female,Junior college,Nevada
99396,Female,Technical college,Texas
99397,Female,Gymnasium,New Mexico
99398,Female,Middle school,Washington
99399,Female,Corporate university,Nebraska
99400,Female,Gymnasium,Missouri
99401,Female,Technical college,Iowa
99402,Female,High school,Michigan
99403,Female,Corporate university,Arizona
99404,Female,University college,Utah
99405,Female,High school,Wisconsin
99406,Female,Technical college,Rhode Island
99407,Female,Gymnasium,Minnesota
99408,Female,Junior college,Oregon
99409,Female,Graduate school,New York
99410,Female,Public university,New Jersey
99411,Female,University college,Utah
99412,Female,Technical college,West Virginia
99413,Female,Public university,Maine
99414,Female,University college,Pennsylvania
99415,Female,Junior college,Oregon
99416,Female,Graduate school,Indiana
99417,Female,Gymnasium,Iowa
99418,Female,Middle school,Kansas
99419,Female,Gymnasium,Massachussets
99420,Female,University-preparatory school,Louisiana
99421,Female,Public university,Idaho
99422,Female,University-preparatory school,Nevada
99423,Female,Middle school,Ohio
99424,Female,Graduate school,Wisconsin
99425,Female,Junior college,Connecticut
99426,Female,University-preparatory school,Ohio
99427,Female,Graduate school,South Dakota
99428,Female,Gymnasium,Iowa
99429,Female,Gymnasium,Kentucky
99430,Female,Gymnasium,Montana
99431,Female,Middle school,Michigan
99432,Female,Corporate university,Maryland
99433,Female,University college,North Dakota
99434,Female,Graduate school,Wyoming
99435,Female,Middle school,Nevada
99436,Female,Gymnasium,Illinois
99437,Female,Gymnasium,Maine
99438,Female,Technical college,Oregon
99439,Female,Gymnasium,Michigan
99440,Female,Middle school,Idaho
99441,Female,Gymnasium,Illinois
99442,Female,Gymnasium,Rhode Island
99443,Female,Technical college,Oregon
99444,Female,University college,North Carolina
99445,Female,Technical college,Ohio
99446,Female,Junior college,Nevada
99447,Female,Middle school,Arizona
99448,Female,Public university,Indiana
99449,Female,Gymnasium,Nebraska
99450,Female,University-preparatory school,Nebraska
99451,Female,High school,Florida
99452,Female,University-preparatory school,California
99453,Female,Gymnasium,Connecticut
99454,Female,Graduate school,Montana
99455,Female,Junior college,Tennessee
99456,Female,Gymnasium,Wisconsin
99457,Female,Middle school,Colorado
99458,Female,Technical college,Utah
99459,Female,Junior college,South Carolina
99460,Female,University-preparatory school,Oregon
99461,Female,Junior college,California
99462,Female,Public university,Wisconsin
99463,Female,Technical college,Washington
99464,Female,Corporate university,Louisiana
99465,Female,Graduate school,Michigan
99466,Female,University college,Arkansas
99467,Female,Corporate university,Alaska
99468,Female,Middle school,Texas
99469,Female,Graduate school,Indiana
99470,Female,University-preparatory school,Mississippi
99471,Female,Public university,Missouri
99472,Female,Graduate school,Louisiana
99473,Female,Graduate school,New Mexico
99474,Female,University-preparatory school,Hawaii
99475,Female,Graduate school,Washington
99476,Female,Graduate school,Montana
99477,Female,Corporate university,Utah
99478,Female,Graduate school,New York
99479,Female,University-preparatory school,Alaska
99480,Female,High school,South Carolina
99481,Female,Technical college,New York
99482,Female,Junior college,Kentucky
99483,Female,Public university,North Carolina
99484,Female,University-preparatory school,New York
99485,Female,Junior college,Wisconsin
99486,Female,University-preparatory school,Kansas
99487,Female,Gymnasium,Oregon
99488,Female,Middle school,Oklahoma
99489,Female,High school,South Dakota
99490,Female,Junior college,Oklahoma
99491,Female,Middle school,Nevada
99492,Female,Public university,Maryland
99493,Female,University college,Alaska
99494,Female,Junior college,Wyoming
99495,Female,Technical college,New York
99496,Female,Technical college,Colorado
99497,Female,Junior college,Connecticut
99498,Female,Junior college,Delaware
99499,Female,Graduate school,Idaho
99500,Female,Middle school,Nebraska
99501,Female,University-preparatory school,Wyoming
99502,Female,University college,South Carolina
99503,Female,Middle school,West Virginia
99504,Female,Graduate school,Arizona
99505,Female,University college,Arizona
99506,Female,Technical college,Massachussets
99507,Female,University-preparatory school,Missouri
99508,Female,Public university,Wisconsin
99509,Female,Public university,Michigan
99510,Female,Public university,Idaho
99511,Female,Gymnasium,Arkansas
99512,Female,Gymnasium,Indiana
99513,Female,Gymnasium,Louisiana
99514,Female,Junior college,West Virginia
99515,Female,High school,New Mexico
99516,Female,University college,Michigan
99517,Female,Technical college,Illinois
99518,Female,Junior college,Oklahoma
99519,Female,Graduate school,Maryland
99520,Female,Gymnasium,Texas
99521,Female,Middle school,Michigan
99522,Female,Junior college,Georgia
99523,Female,Corporate university,Connecticut
99524,Female,Gymnasium,North Dakota
99525,Female,Technical college,Indiana
99526,Female,Junior college,Wyoming
99527,Female,University-preparatory school,Kansas
99528,Female,University college,Wyoming
99529,Female,Junior college,Hawaii
99530,Female,Junior college,Vermont
99531,Female,Technical college,Kentucky
99532,Female,Gymnasium,South Carolina
99533,Female,Junior college,Oregon
99534,Female,Technical college,Oklahoma
99535,Female,Middle school,Arizona
99536,Female,Gymnasium,New Hampshire
99537,Female,High school,Iowa
99538,Female,High school,Alabama
99539,Female,Corporate university,Florida
99540,Female,Middle school,New York
99541,Female,Gymnasium,Maine
99542,Female,University college,Illinois
99543,Female,Corporate university,Indiana
99544,Female,Technical college,Maryland
99545,Female,Gymnasium,Missouri
99546,Female,Gymnasium,Iowa
99547,Female,Middle school,Massachussets
99548,Female,University college,Mississippi
99549,Female,Graduate school,Wisconsin
99550,Female,High school,Oregon
99551,Female,University-preparatory school,Texas
99552,Female,Graduate school,Maine
99553,Female,Technical college,Mississippi
99554,Female,Technical college,Oregon
99555,Female,Middle school,Maine
99556,Female,University college,Missouri
99557,Female,Middle school,California
99558,Female,Public university,New Hampshire
99559,Female,University college,Indiana
99560,Female,Gymnasium,Texas
99561,Female,University-preparatory school,Hawaii
99562,Female,Junior college,Maine
99563,Female,Graduate school,North Dakota
99564,Female,Graduate school,Montana
99565,Female,University college,Tennessee
99566,Female,Junior college,Nevada
99567,Female,Middle school,Virginia
99568,Female,Middle school,Florida
99569,Female,Corporate university,Maine
99570,Female,Corporate university,Alaska
99571,Female,High school,Virginia
99572,Female,Public university,Colorado
99573,Female,Corporate university,California
99574,Female,University-preparatory school,Illinois
99575,Female,High school,Maryland
99576,Female,Middle school,Kansas
99577,Female,Middle school,Illinois
99578,Female,High school,Utah
99579,Female,Corporate university,Georgia
99580,Female,Corporate university,North Dakota
99581,Female,University-preparatory school,New Jersey
99582,Female,Public university,South Carolina
99583,Female,Technical college,California
99584,Female,University college,Missouri
99585,Female,Public university,Wisconsin
99586,Female,Gymnasium,Indiana
99587,Female,Graduate school,Georgia
99588,Female,Technical college,Florida
99589,Female,Graduate school,Georgia
99590,Female,Middle school,Missouri
99591,Female,Corporate university,Kentucky
99592,Female,Technical college,Minnesota
99593,Female,University-preparatory school,Illinois
99594,Female,Middle school,Texas
99595,Female,Graduate school,California
99596,Female,Junior college,Nevada
99597,Female,Corporate university,Oklahoma
99598,Female,Gymnasium,Virginia
99599,Female,University college,West Virginia
99600,Female,Gymnasium,South Carolina
99601,Female,Public university,Nebraska
99602,Female,Graduate school,New Jersey
99603,Female,Middle school,South Carolina
99604,Female,Gymnasium,Wyoming
99605,Female,Gymnasium,Indiana
99606,Female,Middle school,Nebraska
99607,Female,High school,Minnesota
99608,Female,Corporate university,Idaho
99609,Female,Public university,Ohio
99610,Female,Technical college,Wyoming
99611,Female,High school,Texas
99612,Female,Graduate school,North Dakota
99613,Female,High school,Michigan
99614,Female,Technical college,New Mexico
99615,Female,Middle school,Georgia
99616,Female,Corporate university,Mississippi
99617,Female,University college,Illinois
99618,Female,Technical college,Alabama
99619,Female,University college,Kansas
99620,Female,Technical college,Utah
99621,Female,University-preparatory school,Oregon
99622,Female,Public university,Delaware
99623,Female,Corporate university,New Mexico
99624,Female,Graduate school,Kentucky
99625,Female,Middle school,Texas
99626,Female,University-preparatory school,Arizona
99627,Female,Corporate university,New Hampshire
99628,Female,Gymnasium,Iowa
99629,Female,Middle school,Washington
99630,Female,High school,California
99631,Female,Technical college,California
99632,Female,Technical college,Colorado
99633,Female,Public university,Missouri
99634,Female,High school,Oklahoma
99635,Female,Middle school,Kentucky
99636,Female,Graduate school,Louisiana
99637,Female,Graduate school,Maryland
99638,Female,Gymnasium,Hawaii
99639,Female,Junior college,West Virginia
99640,Female,High school,Texas
99641,Female,Junior college,Nevada
99642,Female,Technical college,Maryland
99643,Female,Public university,Mississippi
99644,Female,High school,Colorado
99645,Female,Corporate university,Alabama
99646,Female,University college,Delaware
99647,Female,Gymnasium,Florida
99648,Female,Middle school,Mississippi
99649,Female,University-preparatory school,Rhode Island
99650,Female,Junior college,Alabama
99651,Female,University college,Montana
99652,Female,Middle school,Missouri
99653,Female,High school,Utah
99654,Female,Public university,Maryland
99655,Female,Public university,Minnesota
99656,Female,University college,Louisiana
99657,Female,Graduate school,Ohio
99658,Female,University-preparatory school,Oklahoma
99659,Female,Middle school,South Dakota
99660,Female,Middle school,Michigan
99661,Female,University college,Wisconsin
99662,Female,High school,Wyoming
